兹后总理河道的御史被派为当地的总督，有的还带有尚书、侍郎的头衔，以便于他在许多府县征用人力物力。	兹 后 总理 河道 的 御史 被 派 为 当地 的 总督 ， 有的 还 带有 尚书 、 侍郎 的 头衔 ， 以便 于 他 在 许多 府 县 征用 人力 物力 。
所以，这一位总理河工的大臣除了工程经验之外，还必须要具有操行无可疵议的记录，这才能深孚众望，动员这许多府县的地方官，指挥如意。	所以 ， 这 一 位 总理 河工 的 大臣 除了 工程 经验 之外 ， 还 必须 要 具有 操行 无可 疵 议 的 记录 ， 这 才 能 深孚众望 ， 动员 这 许多 府 县 的 地方官 ， 指挥 如意 。
申时行还怕有人议论，又正好万历召见他面询其他政务，他就在谈话中插进了“皇上留意河道，拔用旧人，一时在任，皆称谙练”这些话。	申 时 行 还 怕 有人 议论 ， 又 正好 万历 召见 他 面 询 其他 政务 ， 他 就 在 谈话 中 插进 了 “ 皇上 留意 河道 ， 拔 用 旧 人 ， 一时 在 任 ， 皆 称 谙练 ” 这些 话 。
这谈话纪录一经给事中办公室抄写公布，潘季驯之出任“总督河道兼理军务”一职，也就等于出自皇帝自己的主意，反对他的就不能随便议论了。	这 谈话 纪录 一经 给事 中 办公室 抄写 公布 ， 潘 季 驯 之 出任 “ 总督 河道 兼 理 军务 ” 一 职 ， 也 就 等于 出自 皇帝 自己 的 主意 ， 反对 他 的 就 不能 随便 议论 了 。
其憧憧往来之鬼，午前阳盛多在墙阴，午后阴盛则四散游行，可穿壁而过，不由门户，遇人则避路，畏阳气也，是随处有之，不为害。	其 憧憧 往来 之 鬼 ， 午前 阳盛 多 在 墙 阴 ， 午后 阴 盛 则 四散 游行 ， 可 穿 壁 而 过 ， 不 由 门户 ， 遇 人 则 避 路 ， 畏 阳 气 也 ， 是 随处 有 之 ， 不 为 害 。
又曰，鬼所聚集恒在人烟密簇处，僻地旷野所见殊希。	又 曰 ， 鬼 所 聚集 恒 在 人烟 密 簇 处 ， 僻地 旷野 所见 殊 希 。
其所说有异同处最是好玩，盖说者大抵是读书人，所依据的与其说是所见无宁是其所信，这就是一种理，因为鬼总是阴气，	其 所 说 有 异同 处 最是 好玩 ， 盖 说 者 大抵 是 读书人 ， 所 依据 的 与其 说 是 所见 无宁 是 其 所 信 ， 这 就是 一种 理 ， 因为 鬼 总是 阴 气 ，
这是一个理想的好例，所以大家都首先援引，此外鬼使作猫形的还不少，茂来女士书中云：	这 是 一个 理想 的 好 例 ， 所以 大家 都 首先 援引 ， 此外 鬼 使 作 猫 形 的 还 不少 ， 茂 来 女士 书 中 云 ：
黄公度著《日本杂事诗》卷二有一首云：	黄 公 度 著 《 日本 杂事 诗 》 卷 二 有 一 首 云 ：
一期节目三方连线，我得时刻想着我的身体要拧成三十五度、四十五度、六十度角，还要想脸上的表情、语言、化妆、衣服。	一 期 节目 三 方 连线 ， 我 得 时刻 想 着 我 的 身体 要 拧 成 三十 五度 、 四十 五度 、 六十 度 角 ， 还 要 想 脸 上 的 表情 、 语言 、 化妆 、 衣服 。
“他的脑子是白的。”老黑人说。	“ 他 的 脑子 是 白 的 。 ” 老 黑人 说 。
采访郝劲松时，我问过他：“你以谁的名义在诉讼？”	采访 郝 劲 松 时 ， 我 问 过 他 ： “ 你 以 谁 的 名义 在 诉讼 ？ ”
有人在大声嚷嚷，很吃惊的样子：‘这么多人，就为她一人忙活？’她好像完全没有听见。	有人 在 大声 嚷嚷 ， 很 吃惊 的 样子 ： ‘ 这么 多 人 ， 就 为 她 一 人 忙活 ？ ’ 她 好像 完全 没有 听见 。
我不记得这些对话，可能听见了也没心思想，我发愁的是根本不知道怎么做两会。	我 不 记得 这些 对话 ， 可能 听见 了 也 没 心思 想 ， 我 发愁 的 是 根本 不 知道 怎么 做 两会 。
这当然并非因为王安石在道德上遭到非议，而是因为他的才力不逮他的宏愿，“不知富强之术而必欲富强”。	这 当然 并非 因为 王安石 在 道德 上 遭到 非议 ， 而是 因为 他 的 才 力 不 逮 他 的 宏愿 ， “ 不知 富强 之 术 而 必 欲 富强 ” 。
与上述的论点相联系，李贽更为大胆的结论是一个贪官可以为害至小，一个清官却可以危害至大。	与 上述 的 论点 相 联系 ， 李贽 更为 大胆 的 结论 是 一个 贪官 可以 为 害 至 小 ， 一个 清官 却 可以 危害 至 大 。
李贽和耿定向的冲突，许多当代的哲学史家把原因归之于他们经济地位的不同。	李贽 和 耿 定 向 的 冲突 ， 许多 当代 的 哲学史 家 把 原因 归 之 于 他们 经济 地位 的 不同 。
李贽属于地主阶级的下层，所以他对传统有反抗的倾向；耿定向是大地主，所以偏于保守。	李贽 属于 地主阶级 的 下层 ， 所以 他 对 传统 有 反抗 的 倾向 ； 耿 定 向 是 大地主 ， 所以 偏 于 保守 。
这种论点缺乏事实的根据。耿家在黄安确实是有声望的家族，但是李贽的后半生，却一直依附于这样的家族而得以维持相当优裕的生活。	这种 论点 缺乏 事实 的 根据 。 耿 家 在 黄 安 确实 是 有 声望 的 家族 ， 但是 李贽 的 后半生 ， 却 一直 依附 于 这样 的 家族 而 得以 维持 相当 优裕 的 生活 。
或者是，两个完全不同的“昨天”是两把完全不同的钥匙，只能打开两个不同的门。	或者 是 ， 两 个 完全 不同 的 “ 昨天 ” 是 两 把 完全 不同 的 钥匙 ， 只能 打开 两 个 不同 的 门 。
因为两个昨天甚至是不能互相讲述的，因为很可能，那是两种不能互译的语言。	因为 两 个 昨天 甚至 是 不能 互相 讲述 的 ， 因为 很 可能 ， 那 是 两 种 不能 互译 的 语言 。
“伯父也退休了吗？”	“ 伯父 也 退休 了 吗 ？ ”
“那只猫呢，还活着？”	“ 那 只 猫 呢 ， 还 活着 ？ ”
“我会去的，”他说，“我总要去看看伯父伯母的。”	“ 我 会 去 的 ， ” 他 说 ， “ 我 总要 去 看看 伯父 伯母 的 。 ”
车入新昌界后，沿东港走了一段，至拔茅班竹而渐入高地，回旋曲折，到大桥头，岭才绕完。问之建筑工人，这叫什么岭？	车 入 新昌 界 后 ， 沿 东港 走 了 一 段 ， 至 拔 茅 班 竹 而 渐 入 高地 ， 回旋 曲折 ， 到 大 桥头 ， 岭 才 绕 完 。 问 之 建筑工人 ， 这 叫 什么 岭 ？
文伯姓王，我姓郁，初入天台山境，只见清溪回绕，与世隔绝，自然也生了些邪念，但身入山中，前从远处看见的山峰反而不见了，	文 伯 姓 王 ， 我 姓 郁 ， 初 入 天台山 境 ， 只见 清 溪 回绕 ， 与世隔绝 ， 自然 也 生 了 些 邪念 ， 但 身 入 山 中 ， 前 从 远处 看见 的 山峰 反而 不见了 ，
其后，卖了一大批明本书，再后来，又卖了八百多种清代文集，最后，又卖了好几百种清代总集文集及其他杂书。大凡可卖的，几乎都已卖尽了！	其后 ， 卖 了 一 大批 明 本 书 ， 再 后来 ， 又 卖 了 八 百 多种 清代 文集 ， 最后 ， 又 卖 了 好几 百 种 清代 总集 文集 及 其他 杂 书 。 大凡 可 卖 的 ， 几乎 都 已 卖 尽 了 ！
规模宏大，僧众繁多，且设有佛学研究所一处，每日讲经做功课不辍，真不愧是一座天台正宗发源地的大丛林。	规模 宏大 ， 僧 众 繁多 ， 且 设有 佛学 研究所 一 处 ， 每日 讲 经 做 功课 不辍 ， 真 不愧 是 一 座 天台 正宗 发源地 的 大 丛林 。
来陪我们吃夜饭的法师华清，亦道貌秀异，有点像画里的东坡。	来 陪 我们 吃 夜 饭 的 法师 华 清 ， 亦 道 貌 秀 异 ， 有点 像 画 里 的 东坡 。
况且天地万物，没有一件逃得出荣枯，盛衰，生灭，有无之理。过去的历史昭然地证明着这一点，无须我们再说。	况且 天地 万物 ， 没有 一 件 逃 得 出 荣 枯 ， 盛衰 ， 生灭 ， 有无 之 理 。 过去 的 历史 昭 然 地 证明 着 这 一点 ， 无须 我们 再说 。
假如要我对于世间的生荣死灭费一点词，我觉得生荣不足道，而宁愿欢喜赞叹一切的死灭。	假如 要 我 对于 世间 的 生 荣 死 灭 费 一点 词 ， 我 觉得 生 荣 不足道 ， 而 宁愿 欢喜 赞叹 一切 的 死 灭 。
就是我们阅历了三十几度寒暑的人，在前几天的炎阳之下也无论如何感不到浴日的滋味。	就是 我们 阅历 了 三十 几度 寒 暑 的 人 ， 在 前几天 的 炎 阳 之下 也 无论如何 感 不到 浴 日 的 滋味 。
须得入了秋天，炎阳逞尽了威势而渐渐退却，汗水浸胖了的肌肤渐渐收缩，身穿单衣似乎要打寒噤，而手触法兰绒觉得快适的时候，于是围炉、	须 得 入 了 秋天 ， 炎 阳 逞 尽 了 威势 而 渐渐 退却 ， 汗水 浸 胖 了 的 肌肤 渐渐 收缩 ， 身穿 单衣 似乎 要 打 寒噤 ， 而 手 触 法兰绒 觉得 快 适 的 时候 ， 于是 围炉 、
我但求此生的平安的度送与脱出而已。犹之罹了疯狂的人，病中的颠倒迷离何足计较？但求其去病而已。	我 但 求 此 生 的 平安 的 度 送 与 脱出 而已 。 犹 之 罹 了 疯狂 的 人 ， 病 中 的 颠倒 迷离 何 足 计较 ？ 但 求 其 去 病 而已 。
“技术不还是在进步嘛，汪院士他们还搞出了纳米材料……”	“ 技术 不 还是 在 进步 嘛 ， 汪 院士 他们 还 搞 出 了 纳米 材料 … … ”
大史摇摇头，把面前的那杯酒一口干了，又摇摇头，“熊样儿。”	大 史 摇 摇头 ， 把 面前 的 那 杯 酒 一口 干 了 ， 又 摇 摇头 ， “ 熊 样儿 。 ”
字幕：你们的语言中有许多同义词和近义词，以我们最初收到的汉语而言，就有“寒”和“冷”，“重”和“沉”，“长”和“远”这一类，	字幕 ： 你们 的 语言 中 有 许多 同义词 和 近义词 ， 以 我们 最初 收到 的 汉语 而言 ， 就 有 “ 寒 ” 和 “ 冷 ” ， “ 重 ” 和 “ 沉 ” ， “ 长 ” 和 “ 远 ” 这 一类 ，
字幕：所以说它们是同义词。	字幕 ： 所以 说 它们 是 同义词 。
“这我不知道，命令很简单，就这一项，具体内容你们回来看吧。”	“ 这 我 不 知道 ， 命令 很 简单 ， 就 这 一 项 ， 具体 内容 你们 回来 看 吧 。 ”
贾母笑道：“你说，你说。”凤姐儿笑道：“怕什么，你们只管说罢，重名重姓的多呢。”女先儿笑道：“老祖宗原来听过这一回书。”	贾 母 笑 道 ： “ 你 说 ， 你 说 。 ” 凤 姐 儿 笑 道 ： “ 怕 什么 ， 你们 只管 说 罢 ， 重名 重 姓 的 多 呢 。 ” 女 先 儿 笑 道 ： “ 老 祖宗 原来 听 过 这 一 回 书 。 ”
一语未了，忽听外面人说：“林姑娘来了。”宝钗道：“我更不解这意。”	一 语 未了 ， 忽 听 外面 人 说 ： “ 林 姑娘 来 了 。 ” 宝 钗 道 ： “ 我 更 不解 这 意 。 ”
一面说，一面见他穿着弹墨绫薄绵袄，外面只穿着青缎夹背心，宝玉便伸手向他身上摸了一摸，说：“穿这样单薄，还在风口里坐着，看天风馋，	一面 说 ， 一面 见 他 穿着 弹 墨 绫 薄 绵 袄 ， 外面 只 穿着 青 缎 夹 背心 ， 宝玉 便 伸手 向 他 身上 摸 了 一 摸 ， 说 ： “ 穿 这样 单薄 ， 还 在 风口 里 坐 着 ， 看 天 风 馋 ，
宝玉道：“就说难为他们，我才睡了，不必进来。”	宝玉 道 ： “ 就 说 难为 他们 ， 我 才 睡 了 ， 不必 进来 。 ”
宝玉道：“他这本来面目极好，倒别弄紧衬了。”	宝玉 道 ： “ 他 这 本来面目 极好 ， 倒 别 弄 紧 衬 了 。 ”
“给自己讲吗？”	“ 给 自己 讲 吗 ？ ”
“好，在我们的星星！”	“ 好 ， 在 我们 的 星星 ！ ”
“你也可以看王后。”	“ 你 也 可以 看 王后 。 ”
“再看看公主，未来的女王，你也要画她。”	“ 再 看看 公主 ， 未来 的 女王 ， 你 也 要 画 她 。 ”
“全记住了？”	“ 全 记住 了 ？ ”
（她让我想起那座美丽房子里的阿姨，就是那个操着南方口音呱呱不休的保姆。）	（ 她 让 我 想起 那 座 美丽 房子 里 的 阿姨 ， 就是 那个 操 着 南方 口音 呱呱 不休 的 保姆 。 ）
一些形象，和一些幻景，使他昂奋不能自制，心惊血热，让他沉湎其中又让他羞愧不安。	一些 形象 ， 和 一些 幻景 ， 使 他 昂奋 不能 自制 ， 心惊 血 热 ， 让 他 沉湎 其中 又 让 他 羞愧 不安 。
那天夜里躺在床上，他们整宿地睁着眼睛，手拉着手无心做爱。	那天 夜里 躺 在 床 上 ， 他们 整 宿 地 睁 着 眼睛 ， 手 拉 着 手 无心 做爱 。
未来的诗人那时正由一个胖嘟嘟的男孩儿突然猛长，变高，变瘦，既不再是男孩儿了又还算不上男子汉，就像早春翻浆的冻土，蓬勃而丑陋。	未来 的 诗人 那时 正 由 一个 胖嘟嘟 的 男孩儿 突然 猛 长 ， 变 高 ， 变 瘦 ， 既 不再 是 男孩儿 了 又 还 算 不 上 男子汉 ， 就 像 早春 翻 浆 的 冻土 ， 蓬勃 而 丑陋 。
尤其是那些美妙的幻景层出不穷之际，尤其是一些可怕的欲望令他不能抗拒之时，他想：镜子里这个丑陋的家伙难道有哪一个姑娘会喜欢吗？	尤其是 那些 美妙 的 幻景 层出不穷 之际 ， 尤其是 一些 可怕 的 欲望 令 他 不能 抗拒 之 时 ， 他 想 ： 镜子 里 这个 丑陋 的 家伙 难道 有 哪一个 姑娘 会 喜欢 吗 ？
现在，他极怕老人变成个丧了胆的，连句带真感情的话也不敢说的人。不，老人不会变成那样的人，瑞宣心中盼望着。	现在 ， 他 极 怕 老人 变成 个 丧 了 胆 的 ， 连 句 带 真 感情 的 话 也 不 敢 说 的 人 。 不 ， 老人 不会 变成 那样 的 人 ， 瑞 宣 心中 盼望 着 。
看亲家的病一天比一天的好，又搭上冠家也没敢再过来寻衅，他觉得自己已尽了责任，也就不必常常的来了。	看 亲家 的 病 一 天 比 一 天 的 好 ， 又 搭 上 冠 家 也 没 敢 再 过来 寻衅 ， 他 觉得 自己 已 尽 了 责任 ， 也 就 不必 常常 的 来 了 。
钱诗人带着满身的伤，更容易感觉到天气的变化；他的浑身都酸疼。一见金三爷进来，他便说：“天气要变呀，风多么凉啊！”	钱 诗人 带 着 满身 的 伤 ， 更 容易 感觉到 天气 的 变化 ； 他 的 浑身 都 酸疼 。 一 见 金 三 爷 进来 ， 他 便 说 ： “ 天气 要 变 呀 ， 风 多么 凉 啊 ！ ”
金三爷在前些天，把这件喜信告诉了亲家。	金 三 爷 在 前些 天 ， 把 这 件 喜 信 告诉 了 亲家 。
钱少奶奶没有什么模样，可是眉眼都还端正，不难看。她没有剪发，不十分黑而很多的头发梳了两根松的辫子，系着白头绳。	钱 少奶奶 没有什么 模样 ， 可是 眉眼 都 还 端正 ， 不 难看 。 她 没有 剪 发 ， 不 十分 黑 而 很 多 的 头发 梳 了 两 根 松 的 辫子 ， 系 着 白 头绳 。
“假如当时这个行为是违法的，有明确的法律规范，你觉得你会做吗？”	“ 假如 当时 这个 行为 是 违法 的 ， 有 明确 的 法律 规范 ， 你 觉得 你 会 做 吗 ？ ”
我们问李，看视频的到底是什么人？	我们 问 李 ， 看 视频 的 到底 是 什么人 ？
他说：“我不知道，知道我也不能说。”	他 说 ： “ 我 不 知道 ， 知道 我 也 不能 说 。 ”
做新闻的人是赌徒，我通常赌完身上最后一分钱离场。她不是，她会把外衣脱了押在桌上，赤膊再来一局。	做 新闻 的 人 是 赌徒 ， 我 通常 赌 完 身上 最后 一 分钱 离场 。 她 不是 ， 她 会 把 外衣 脱 了 押 在 桌 上 ， 赤膊 再 来 一 局 。
我刚奔到电梯口，门就开了，里头三个人，一个老头，一个女人，还有一个男人。	我 刚 奔 到 电梯 口 ， 门 就 开 了 ， 里头 三 个 人 ， 一个 老头 ， 一个 女人 ， 还有 一个 男人 。
“当这个事业可能危害人类的生命时，必须唤醒我，我将拥有最终的决定权，并可以收回赋予你的一切权力。”“我不接受这个条件。”	“ 当 这个 事业 可能 危害 人类 的 生命 时 ， 必须 唤醒 我 ， 我 将 拥有 最终 的 决定 权 ， 并 可以 收回 赋予 你 的 一切 权力 。 ” “ 我 不 接受 这个 条件 。 ”
“让我考虑考虑。”他说，然后走到透明墙壁前，看着外面的都市森林。	“ 让 我 考虑 考虑 。 ” 他 说 ， 然后 走 到 透明 墙壁 前 ， 看 着 外面 的 都市 森林 。
三个世纪前的那个夜晚，在联合国广场，在纽约灯海的背景上，程心也见过这个黑色的背影。	三 个 世纪 前 的 那个 夜晚 ， 在 联合国 广场 ， 在 纽约 灯 海 的 背景 上 ， 程 心 也 见 过 这个 黑色 的 背影 。
大约两分钟后，维德转过身来，他没有走过来，只是在透明墙壁前远远地看着程心。“好吧，我接受。”这句话后来改奋了历史。	大约 两 分钟 后 ， 维 德 转 过 身 来 ， 他 没有 走 过来 ， 只是 在 透明 墙壁 前 远远 地 看 着 程 心 。 “ 好 吧 ， 我 接受 。 ” 这 句 话 后来 改 奋 了 历史 。
“你相信他会遵守承诺？”	“ 你 相信 他 会 遵守 承诺 ？ ”
刘道元藏在后院小屋里，有吃有喝，还有个盆，能够拉尿，倒蛮舒服。金三一直在前边盯着应酬，马四不时跑来向师傅送个消息。	刘 道 元 藏 在 后院 小屋 里 ， 有 吃 有 喝 ， 还有 个 盆 ， 能够 拉 尿 ， 倒 蛮 舒服 。 金 三 一直 在 前边 盯 着 应酬 ， 马 四 不时 跑 来 向 师傅 送 个 消息 。
可是两天过后，一寻思，有点不对，那些给他打赢官司的大掌柜们，怎么一个没来；没名没姓的人倒是蜂拥而至。是不是来看热闹来的？	可是 两 天 过后 ， 一 寻思 ， 有点 不对 ， 那些 给 他 打赢 官司 的 大 掌柜 们 ， 怎么 一个 没 来 ； 没 名 没 姓 的 人 倒是 蜂拥而至 。 是不是 来 看热闹 来 的 ？
这些人平时走过他家门口，连扭头朝里边瞥上一眼都不敢，此刻居然能登堂入室，把他这个大混混儿日常的活法，看个明白。	这些 人 平时 走过 他 家 门口 ， 连 扭头 朝 里边 瞥 上 一眼 都 不 敢 ， 此刻 居然 能 登堂入室 ， 把 他 这个 大 混混儿 日常 的 活 法 ， 看 个 明白 。
马四说，头年里叫他一纸状子几乎倾家荡产的福顺成洋货店的贺老板，这次也来了。	马 四 说 ， 头 年 里 叫 他 一 纸 状 子 几乎 倾家荡产 的 福 顺 成 洋货 店 的 贺 老板 ， 这 次 也 来 了 。
金三马四从来没见过这汉子，知道是找茬儿讹钱来的。	金 三 马 四 从来没 见 过 这 汉子 ， 知道 是 找茬 儿 讹 钱 来 的 。
数年之前，小皇帝万历听说张先生要改建住宅，增修一座阁楼以便悬挂御笔，于是就亲自下令由内库拨发白银一千两以为资助。	数年 之前 ， 小皇帝 万历 听说 张 先生 要 改建 住宅 ， 增 修 一 座 阁楼 以便 悬挂 御 笔 ， 于是 就 亲自 下令 由 内 库 拨 发 白银 一 千 两 以 为 资助 。
次之则张居正以整理驿传作为他自己的一大政绩：当时政府设立的各个驿站，照例对来往官员供应车马食宿，他花费了很大的心血，	次之 则 张居正 以 整理 驿传 作为 他 自己 的 一 大 政绩 ： 当时 政府 设立 的 各个 驿站 ， 照例 对 来往 官员 供应 车马 食宿 ， 他 花费 了 很 大 的 心血 ，
这些撰写文章的专家根据“学而优则仕”的原则，认为他们的诗词歌赋是赢得厚禄高官的资本。	这些 撰写 文章 的 专家 根据 “ 学而优则仕 ” 的 原则 ， 认为 他们 的 诗词 歌 赋 是 赢得 厚 禄 高官 的 资本 。
张居正纵使因为他们没有济世之才而加以拔斥，也不妨采用比较温和的方法敬而远之，不去触怒他们。	张居正 纵使 因为 他们 没有 济 世 之 才 而 加以 拔 斥 ， 也 不妨 采用 比较 温和 的 方法 敬而远之 ， 不 去 触怒 他们 。
前两句恭维，其后则把王比作脆弱而不堪使用的武器看待，只能摆在盒子里让人赞赏他雕铸之美，却不能用以斩将夺旗。	前 两句 恭维 ， 其后 则 把 王 比作 脆弱 而 不堪 使用 的 武器 看待 ， 只能 摆 在 盒子 里 让 人 赞赏 他 雕 铸 之 美 ， 却 不能 用以 斩 将 夺 旗 。
十六年初，和你到北京来，将迈儿，转子留在家里；三年多还不能去接他们，可真把你惦记苦了。你并不常提，我却明白。	十六 年初 ， 和 你 到 北京 来 ， 将 迈 儿 ， 转子 留 在 家里 ； 三 年 多 还 不能 去 接 他们 ， 可 真 把 你 惦记 苦 了 。 你 并不 常 提 ， 我 却 明白 。
你的短短的十二年结婚生活，有十一年耗费在孩子们身上；而你一点不厌倦，有多少力量用多少，一直到自己毁灭为止。	你 的 短 短 的 十二 年 结婚 生活 ， 有 十一 年 耗费 在 孩子们 身上 ； 而 你 一点不 厌倦 ， 有 多少 力量 用 多少 ， 一直 到 自己 毁灭 为止 。
豪杰之士不理会这一套，直入虎口，左躲右闪，居然波罗蜜多达彼岸，回头一看天桥上黑压压的人群犹在蠕动，路边的警察戟指大骂，暴躁如雷，	豪杰 之 士 不 理会 这 一套 ， 直 入 虎口 ， 左 躲 右 闪 ， 居然 波罗蜜 多 达 彼岸 ， 回头 一 看 天桥 上 黑压压 的 人群 犹 在 蠕动 ， 路边 的 警察 戟 指 大骂 ， 暴躁 如 雷 ，
